gene	YNB_NH4_GLU_20180713	YNB_NH4_GLU_20180731	YNB_NH4_GLU_20180807	YNB_UREA_GLU_20180724	SC_NH4_GLU_20180827	SC_UREA_GLU_20180911	SC_NH4_GAL_20181023
ABM1	0.111962	0.873383	0.464177	0.126102	0.2434	-0.268739	-0.851654
HMX1	0.017887		0.22174	0.118476	0.111278	-0.13957	-0.362185
PPR1	-0.276154	0.562244	0.805101	0.680741	0.505699	-0.865243	-2.19344
MEU1	0.305603	0.527341	0.262952	0.266694	0.581751	-0.23146	-1.547252
IGO2	0.126825		0.087245	0.14177	0.397132	-0.053739	-0.754324
FCY22	0.068227	0.166753		0.10065		-0.024045	-0.392382
YHR130C	0.330354	0.392437	-0.027644	0.333318	0.257256	-0.141717	-1.30945
MSN2	0.574412	0.528206		0.340906	-0.008289	-0.166927	-1.346668
IMD3	0.316485		0.602234	0.509794	0.274458	0.477301	-1.774924
PHO91	0.627728	0.233355	0.979466	0.768687	0.44252	0.40592	-2.55919
FUI1	0.11373		0.198509	0.142215	0.117743	-0.101192	-0.943374
POF1	0.132952		0.16322	0.130451			
YOL159C		0.090819	0.466561		0.175245	0.155073	-1.980965
KHA1	-0.071829	0.24086	0.075828	0.442193	0.106646	-0.028288	-0.460146
MRPL17	0.405469	1.414298	1.084524	-0.409993	0.805416	-0.817025	
SDH2	0.145853	0.33576	0.293094	-0.226296	0.228288	-0.170844	-0.845665
MGT1	-0.020743	0.455987	0.12841	-0.055312	-0.021263	0.029373	-0.281134
NRG1	0.011887	0.429798	0.16991	-0.101794			
DUR3	0.03479		0.627545		0.479765	-0.052551	-1.099757
UBP1	-0.032957	0.06586	0.184557	0.0187	0.029895	-0.102185	-0.202808
PSR2	0.193509	0.237303	0.701078	-0.145416	0.034767	-0.452764	-0.690572
YIL086C	0.071454	0.108695	0.30902	0.008038	0.069499	-0.137149	-0.264832
YCR022C	0.167895	0.387855	0.478269	-0.31131	-0.195928	-0.818289	-1.338704
YBL095W	0.16596	0.325007	0.313706	-0.201825	-0.034249	-0.331722	-0.55884
RPL2A	0.731189	0.654771	1.119765	-0.58672	-0.118449	0.196212	-1.779461
ALK2	0.114551	0.327974	0.286677	-0.120368	0.000663	-0.046754	-0.436315
MRPL50	0.598373	0.212592	0.562352	0.145582	0.056302	0.133081	-0.71133
YDL183C		0.163057	0.619691	0.088404	-0.099227	-0.07143	-0.831683
YLR326W		0.191816	0.332312	0.005084	-0.048643	-0.012761	-0.322124
CUP2	0.220089	0.400905	0.371907	0.348222	0.036561	-0.168962	-0.254965
SKI2	0.080395	0.17893	0.310065	0.080561	0.065655	-0.068676	-0.167846
YIL092W	0.191525	0.557602	0.567043	0.067935	-0.081017	0.111299	-0.194553
PAD1		0.170714	0.168691	0.067194	0.027875	0.055914	-0.121869
YJL043W	0.082905	0.398392	0.183067	0.117528	0.20465	-0.239603	-0.051921
SSA4	0.068757	0.411542	0.29578	0.028781	0.193824	-0.078276	-0.049631
PET130	1.317059	-0.719689	1.037211	-0.920895	0.526828	-0.664909	
RPS19B	0.91433	-0.534256	1.205147	-0.410749	0.489553		-0.811966
ATG10	0.525991	-0.583704	0.299856		0.079378	-0.27669	-0.434716
IRC4	0.406615	-0.607772	0.135914		0.024596	-0.310372	-0.217409
YTA6	0.540293	-0.596536	0.035877	-0.075004	0.107368	-0.170224	-0.348636
CUE4	0.342508	-0.156674	-0.004016	-0.015045	0.194417	-0.196884	-0.115227
RCR2	0.759432	-0.207491	0.229577	-0.030205	0.606736	-0.444832	-0.163584
SPO1	0.618992	0.097963	0.090689	0.104824	0.149066	-0.298723	-0.306749
YPC1	0.357286	0.012039	0.129196	-0.069275	0.03829	-0.148345	-0.112894
COS12	0.337072	-0.027916	0.181973	-0.121817	0.013056	-0.10801	-0.247806
YNL195C	0.4066	-0.074871	0.275352	0.237176	0.118285	-0.131102	-0.61875
YPT53	0.689004				0.175782		
BTN2	0.437877	-0.033548	0.298658	0.252486		-0.044196	-0.555019
YNR040W	0.366221	-0.030974	0.250025	0.209609	0.25033	0.014658	-0.557072
DAP2		-0.104609	0.493364	0.37404	0.384138	0.050205	-0.959005
MSS11	0.571027	-0.158422	0.13188	0.141503	0.340599	-0.139505	-0.933893
CRF1	0.426992	-0.052008	0.05253	0.134129	0.009296	-0.083873	-0.344144
NOP13	0.693165	-0.045754	0.110168	0.300475	0.182789	-0.334381	-0.823763
MCH5	0.38355	-0.084346	0.116916		0.233067	0.023615	-0.460033
ATG36	0.155276		0.131902		0.118626	0.021754	-0.20477
LCL1		-0.143677		-0.239703			-1.424546
SAF1	0.388635	-0.052508	0.119519	-0.093882	0.255521	-0.08794	-0.366563
YGR130C	0.292301	-0.152016	-0.027426	-0.117696	0.151818	0.038797	-0.448011
YLL053C	0.819255	0.025089	0.128857	0.019414	0.395848	0.118227	-0.21951
SPO75	0.446585	0.0374	-0.027756	0.040227	0.161663	0.030824	-0.342594
CLB1	0.451104	-0.389235	0.053334	-0.003462	0.080496	0.240312	-0.235631
PSO2	1.112091		0.052224	0.429243	0.87652	0.433581	-0.90518
YOR072W	0.145537	-0.239122	0.028706	0.070293			
HIM1			0.01372	0.032168	0.515394	0.166785	-0.39252
TMN2	0.291749	-0.267785	0.471603	0.123676	0.202376	-0.029977	-0.220806
YBL044W	0.061918	-0.16584	0.443803	0.006907	0.165452	-0.151326	-0.126665
MSW1	0.423674	-0.661777	1.167362	0.80575	1.350666	-1.136622	
NRT1	0.053065	-0.33185	0.354891		0.295171	-0.252896	-0.179704
YML053C	0.119262	-0.151436	0.398592	0.103049	0.656766	-0.209405	-0.445222
YCR100C	0.293416	-0.141318	0.217946	0.348221	0.346703	-0.190658	-0.118112
YIA6	0.153549	-0.191899	0.018348	0.61089	0.306715	-0.023884	-0.180141
MAL32	0.026685		0.039094	0.109378			
BMT2	0.159536	-0.207617			0.567607	-0.152166	-0.166328
CIN4	0.047366	-0.315592	0.198648	0.311073	0.531428	0.15554	-0.277668
BSC1		-0.246723	0.187961		0.406227	0.035885	-0.143904
YBL086C			0.295692	0.09274	0.332142	0.153481	-0.143685
GTT2		-0.230512	0.148069		0.17173		-0.086094
EMI2	0.224486	0.212444	-0.096067	-0.322507	0.142104	-0.176876	-0.048349
RQC2	0.328302	0.223487	-0.08974	-0.296087	0.151375	-0.049964	-0.206433
YKR023W	0.304833	0.162276	-0.129955	-0.835626	0.124701	-0.447196	-0.189199
YGR139W	0.422939	0.139266	-0.141505		0.047768	-0.438863	-0.030056
YBR062C	0.376184	0.613411	-0.618425	-0.553175	1.031485	-1.428099	-0.146667
RPS18B	0.356898	0.535635	-0.455733		0.781399	-0.571304	-0.068963
JEM1	0.103787	0.114437	-0.060535	-0.27617	-0.041083	-0.445613	-0.212996
YPL062W	0.31661	0.475844	-0.222163	-0.960203	0.136409	-2.134158	-0.175366
ARE2	0.221258	0.205913	-0.351659	-0.143791	-0.16809	-0.352568	0.074334
YDR344C	0.210691	0.196732		-0.088223		-0.371497	0.033098
RPP2A	0.444619	0.382025	-0.053208	-0.097836	-0.325266	-0.621878	0.056324
NAS2	0.00396	0.315668	-0.571681	-0.097624	-0.399106	-0.742156	-0.236395
PBS2	0.025472	-0.070311	-0.716259	-0.457181		-1.642994	-0.321949
AVT3	-0.111215	-0.12084	-0.93002	-0.18931	0.063182	-0.799476	-0.215524
TAX4	-0.08326	-0.048202	-0.535055	0.008794	-0.114246	-0.631051	-0.16674
TCO89	1.273236	-0.14751	1.061542	-0.950407	-0.417214	-2.578564	0.700292
RTG2	0.329251	-0.358278	0.365122	-0.795469	-1.296001	-3.26209	1.14071
MNN11	0.744439	-0.695875	0.45403	-1.535902	-0.821686	-2.979042	0.503901
SSP120	-0.32313	-0.032754	0.256434	-0.232559	-0.205148	-0.775812	0.107067
YOR131C	0.132964	-0.060003	0.339823	0.141942	-0.058057	-0.626634	-0.214708
OCA2	0.163036	0.047096	0.277043	0.127647	0.09853	-0.752504	-0.060353
YNL217W	0.029414	0.004895	0.034579	0.197871	0.102582	-0.573747	0.041478
CBP2	-0.167623	-1.357081	1.164076	-0.67271	0.992882	-3.696641	
AAH1	-0.002451		-0.027279	-0.089983	-0.09111	-2.546761	-0.342789
ROY1	-0.169524	-0.360179	-0.02251	0.129302	-0.016667	-0.559869	0.010862
FMP30	-0.052423		0.076215	-0.144852	0.31754	-0.281176	-0.55994
ELM1	-1.222922	-0.193793	1.749656	-3.264318	2.314219	-1.730962	-4.14882
UGA1	-0.049774	0.021769	0.233125		0.32097	-0.184391	-0.488317
SNT2	-0.296958	0.073806	0.107618	-0.501747	0.31184	-0.229094	-0.425317
YPL197C	-0.649634	-0.040904	0.226099	-0.509136	0.699281	-0.884534	-1.047906
YKR032W	0.050382	0.092532	-0.354589	-0.419887	0.061538	-0.273123	-0.253126
GID8	-0.02514	0.012862	-0.401213	-0.40477	0.21045	-0.265141	-0.1843
RSF1	0.116015	-0.085591	-0.759795	-0.833566	0.721445	-0.394848	-0.811177
ASE1	-0.07871	-0.203428	-1.088549	-0.947669	0.964012	-0.131929	-1.062104
MDM34	0.224881	0.139438	-0.490002	-0.453375	0.493393		
MET14					0.863758	-0.65395	-1.293551
TEX1	-0.181545		-0.406831	-0.443151	0.674992	-0.193033	-0.928626
RGD2	0.117269		-0.170812	-0.294544	0.282797	-0.019289	-0.454015
BER1		-0.379679	-0.795444	-0.980237	0.985001	-0.12943	-1.849741
COX11	-0.846254	-0.664076	-1.147593	-1.537547	1.100785	-1.319519	
LRE1		-0.146663	-0.082792	-0.324061	0.243428	-0.219002	-0.79814
KEL2	0.316926	-0.294744	-0.005784	-0.611609	0.013645	-0.203831	-0.281246
CPR4	0.193382	-0.215642	-0.05416	-0.404708		-0.294975	-0.241619
RCN2	0.055052	-0.44163	-0.35345	-0.541201	0.155507	-0.498449	-0.32977
PAU8	0.060233		-0.094233	-0.425318	0.260676	0.001606	-0.187402
MZM1		-0.393753	-0.058497	-0.376027	0.229549	-0.06516	-0.175444
YMR090W		-0.326966	0.030283	-0.802513	0.283232	-0.01597	-0.258768
YPR059C	0.173019	-0.081047	-0.182755	-0.152135	0.895485	0.151602	-0.072261
HOL1	0.165337	-0.11911		-0.173821		0.061808	
PCD1			0.066569	-0.125492	0.206746		-0.031687
YKR051W		-0.620798		-0.445565	0.64822	0.235488	-0.324655
YKR018C	0.502586	-0.068979	-0.197033	-0.435933			
RSF2	0.08411				0.300807		-0.036237
CST9		-0.047654	-0.292421		0.380855	-0.288978	-0.097184
YMD8	0.413506	-0.053388	0.002416	-0.205136	0.454861	-0.116434	-0.172193
FRT2	0.097745	-0.040396	-0.049177	-0.075458	0.114901	-0.022883	-0.040691
PTP2	-1.316105	0.009249	-0.372921	0.378415	0.292312	-0.43764	0.075645
EFM3	-0.459438	-0.114293	-0.018421	0.201357	0.214319	-0.126811	0.016068
TMA46	-0.319319		-0.005518	0.217028	0.101432	-0.211509	0.000353
FUB1	-0.667715	-0.135054	-0.025671	0.484836	0.477928	-0.013439	-0.723759
RBG2	-0.227922	-0.174501	0.036018	0.138736	0.092218	0.005141	-0.234751
YLR391W	-1.08502	-0.438416	-0.658899	0.181791	0.368093	-0.211959	-0.915954
YGR018C	-0.561445	-0.240862	-0.235588	0.273879	0.17909	0.026896	-0.643825
YAL004W	-0.953131	-0.371213	0.147265	0.12355	0.226555	0.287951	-0.454045
SAM3	-0.914842	-0.797556	-0.050293	0.167973	0.035146	0.26879	-0.311009
MCA1	-1.282016		-0.642462	0.553345	0.104005	0.364794	-0.681064
PTC2	-0.495521	-0.357273		0.219761	-0.014203	0.087026	-0.301157
NAT4	-0.435234		-0.195464	0.266396	0.086496	0.209527	-0.361881
SUL2	-0.600331	-0.32167	-0.097564	0.182512	0.573012	-0.218437	0.179709
PHO2	-1.524368	-0.86548	-0.188826	-0.259024		-0.293537	-0.178976
YPR195C	-3.33204	-1.755615		-0.751199	1.761509	-1.064108	0.033789
RRT1	-0.985288	-0.264611		-0.052281	0.677287	-0.282473	0.039658
AMD1		-0.595696	-0.051763	-0.101397			0.063328
CRR1	-0.98232	-0.393168	-0.017383	0.049925	0.279277	-0.192037	0.254733
RAV1	-1.042685	-0.530873	-0.40402	-0.039907	-0.060008	0.068883	0.126468
PIN4	-1.795362	-0.931977	-0.981183	0.286529	-0.01336	0.096027	-0.023871
YIR014W	-0.408787	-0.23308	0.004506	0.11202	-0.128483	0.075528	0.079133
VPS24	-0.643985	-0.834112	-0.387364	0.175343	-0.013725	0.61502	-0.156358
PAR32	-1.027181	-0.367316	-0.57764	0.075368		0.312401	0.428355
CTR1	-1.552497	-0.324068	-0.85131	0.07919	1.718847	0.512893	0.382043
TOM1	-0.606019	0.138558	-0.155608		0.556813	0.191278	0.324039
PMA2	-1.271074	-0.076388		-0.194582	0.783175	0.41432	0.644
RPN14	-0.784101	-0.165542	-0.111107	0.583635	1.010577	1.281737	0.657142
SBE2	-0.778873	-0.120322	-0.370816	0.655861	1.082403		0.494434
YOR240W	-0.680688	-0.193568	-0.159487	0.348145	0.88149	0.352935	0.402579
YIL089W	-0.398257	0.020799	-0.456201	0.32643		0.272183	-0.127943
CTH1	-0.70173	-0.147625	-0.574487	0.295213	0.338862	0.225431	-0.097405
SBH2	-0.745004	0.11435	-0.281243	0.216264	0.502901	0.347223	0.025931
YOR093C	-1.784752	0.083876	-1.003869	0.305839		0.549892	-0.055704
YKR011C	-0.485141	0.310282	-0.593952	-0.137671	0.283699	0.349763	0.176466
ERP6	-0.950539	0.149093	-0.368742	-0.543494	0.476314	0.679152	0.00731
YDR061W	-0.48682	0.393633	-0.108271	-0.228607	0.21429	0.334432	0.004631
MSS2	-1.615826	-0.391969	-0.776224	-0.133487	0.319857	0.363444	-0.659928
YEL067C	-1.631215		-0.912096	-0.670334	1.125848	-0.324697	-1.495375
YDR149C	-1.929262	-1.11865	-1.29875	-0.418268	1.079256	0.008626	-1.277912
RRT2	-1.183417	-0.707207	-0.563333	0.095871	0.668525	-0.095254	-0.367633
ASP1	-0.22769	0.033322	-0.127267	0.042327	0.235554	0.059735	-0.112566
TDA10	-0.471992	-0.069471	-0.355706	0.026706	0.319098	0.046	-0.241505
CHS1		-0.076467	-0.787121	0.005627			-0.529744
KNS1	-1.0592	0.24217	-0.555898	-0.315382	1.185256	-0.352772	-0.412239
TAL1	-1.027066	0.027746	-0.791776	-0.347732			
TYW3			-0.963056		1.044929	-0.279878	-0.582237
TEC1	-0.900079	-0.070244	-0.853585	-0.205858	0.54555	0.022416	-0.004043
YAP1801	-0.841636	-0.080711	-0.512918	-0.107016	0.119964		-0.003057
RAD61	-0.625802	0.106779	-0.808378	-0.154538	0.217567	-0.394833	-0.476538
BSD2	-1.049092	-0.590144	-1.387131	0.165962	0.318644	-0.665395	-0.481198
MME1	-1.617506	-0.460892	-1.408125		0.725014	-0.51173	-0.405504
SIZ1			-0.765346	0.205965	0.325748	-0.152316	-0.158859
LSC1	-1.862629	-0.57219			0.950774	-0.15675	-1.035683
SIP1	-0.261884		-1.136833	-0.931584			
YJL175W	-0.606063	-1.112381	-1.546218	-1.324512	2.047343	0.780638	-1.449697
MDS3		-0.195684		-0.225017	0.557106	0.17919	-0.413437
RAD24	-0.500931	-0.254372		-0.480893	0.558054	0.350532	-0.030018
TPP1	-0.69812	-0.283563	-1.289001		0.595358	0.225639	0.140163
CMR1	-0.512251	-0.286794	-0.95791	-0.271726	0.43856	0.233667	
CHD1	-1.108036	-0.671794	-1.841653	-0.430672	0.240183	0.16172	-0.048872
MSC7		-0.027999	-0.668334	-0.800273	0.598353	0.094908	-0.097849
LOT5		-0.062955	-0.525998	-0.511772	0.17758	0.038798	-0.02181
SPG3	-0.000508	-0.26084	-1.011915	-0.048037	0.872274	0.475633	0.259746
TRX1	-0.418225		-0.776309	-0.1673	0.720505	0.080614	0.170139
MTC6	-0.534249		-0.79746	0.039662	1.017596	0.108696	0.16468
YOR314W	-0.347358	-0.064275	-0.523846	-0.236051	0.75365	0.358402	0.07462
UNG1	-0.384207		-0.534436	-0.33782	0.876119	0.575499	-0.117464
YLL017W	-0.144054	0.004566	-0.549685	-0.135852	0.342278	-0.15716	0.130735
MSB1	-0.415352	-0.531854	-0.902044	-0.282009	0.547484	-0.261645	-0.133292
NPY1			-1.027248	-0.343909	0.690045	-0.466993	-0.157728
DAT1			-1.183596	-0.688191	0.895094	-0.266423	0.072343
OLA1	0.05037	-0.481035	-0.554335	-0.179009	0.559967	0.011232	-0.064681
RRT6	0.156994	-0.612362	-0.591466	-0.795676	-0.627198	0.623584	-0.220649
MHO1	0.090386	-0.155271	-0.055605	-0.28446	-0.088618	0.093505	-0.01065
BUB2	0.318741		-0.267518	-0.306479	-0.02303	0.091974	-0.181591
YJL181W	-0.525559	-0.09888	-0.064705	-0.506324	-0.409915	0.449146	-0.249329
YOR338W	-0.365321	-0.213684	-0.161159	-0.605892	-0.173995		-0.306725
ISY1	-0.27055	-0.175929	-0.286118	-0.620922	-0.278861	0.799643	-0.372312
PET122	-0.50173	-0.080036	-0.267059	-0.69478	-0.107605	0.58911	
YPS6	-0.331987	-0.051132	-0.181351	-0.666101	0.007782	0.130141	0.130263
YLR053C	-0.511896	-0.016471	-0.177699	-0.529318	0.046471	0.220296	0.067801
ZIP1	-0.74708	-0.201907	0.175054	-0.789109	0.310954	0.817519	-0.243113
ATS1	-0.688095	-0.132468	-0.100159	-1.277136	0.189796	0.613185	-0.243984
ADH2	-0.515563	-0.132561	-0.010035	-0.142793	0.018178	0.038944	-0.017208
HMF1	-1.226322			-0.480815			-0.26824
MGM1		-0.431044	-0.074754	-0.39686	0.174235	0.35075	
TOD6	-0.463459	-0.482173	-0.448948	-0.591147	0.162885	0.377206	
SHE4	-1.276002	-0.734886	-1.241918	-1.362871			-0.493068
NGG1					0.294506	0.896527	-0.610561
EST2		-1.045813	-1.564619	-1.713234			-0.340959
RTR1		-1.54537	-1.707764	-1.798446	0.399008	0.779843	-0.433834
CSE2		-1.640405	-1.1412	-1.108916	1.116551	0.985825	-1.351329
DOT6		-0.539322	-0.338063	-0.256014	0.088276	0.22657	-0.238826
YBL071C	-0.307498	0.054216	-0.383744	-0.341571	0.02423	0.249022	-0.341446
YNL203C	-0.411622	0.24688	-1.100847	-0.687951	0.4424	0.628027	-0.33748
COX9	0.452189	0.704665	-1.096196		1.354431	0.88362	
TVP15				-0.528601		0.232803	-0.345188
YNR025C	0.251174	0.329501	-0.970863	-0.280424	0.423237	0.63066	-0.836857
YFR018C		0.111891	-0.535217	-0.11069	0.329275	0.26926	-0.320711
YOR121C	0.029507	0.394784	-1.140146	-0.243765	0.061882	-0.376447	0.1626
PFS1	0.108631	-0.069792	-1.073491	-0.168043	0.042317	-0.057413	-0.174313
CWP1	0.065375	0.058162	-0.45926		0.004954	-0.033468	-0.007463
POX1	-0.004091	-0.127761	-1.016176	-0.448878	0.058695	0.054671	0.016712
IGO1	0.364856	0.1123	-0.755234	-0.157214	0.125199	0.296826	0.103995
PET18	-0.127528	-0.239154	-0.331005	-0.185381		0.213147	-0.024839
YPL035C			-0.560782	-0.174294	-0.096941	0.331299	-0.031231
OAZ1	-0.125066		-0.574146	-0.36466	-0.08824	0.358686	0.100937
YJL017W		-0.385459	-1.117679	-0.74689	-0.347063	0.441479	-0.003916
STP3	-0.586157	-0.288314	-1.202414		0.156907	0.697144	0.036402
NPR2		-0.002244	-1.673583	-1.952499	0.022714	0.667922	-0.056845
YHR140W	-0.139218	0.241419	-0.957529	0.066842	0.033911	0.691667	-0.14615
YAT1	-0.026105		-0.238687	0.006783	0.06142	0.181849	-0.028072
KCH1	-0.19975		-1.116517	-0.03488	0.005866	0.385281	0.050139
CAF120	-0.406699	-0.147862	-0.308593	-0.142484	-0.214539	0.340946	-0.34584
YMR031W-A	-0.187194	-0.039972	-0.516041	-0.263562	-0.486031	0.618687	-0.818752
KSS1	-0.22699	-0.396882	-1.529846	0.195722	0.355969	0.302799	-1.012702
YIL100W	-0.245028	-0.273595	-0.5839	0.06353	-0.125201		-0.495175
YGR250C		-0.296331	-0.514456	0.007977	-0.237415	0.35382	-0.513124
EAR1	-0.180317	-0.176411	-0.809937	-0.064218	-0.026639	0.465882	-0.729514
FMC1	-1.089788	-0.394755	-0.617295	0.150941		1.623694	-1.452035
YKL063C	-1.313238	-0.034606	-0.763201	0.036212	0.684421	1.064179	-1.178566
SVS1	-0.899852		-0.243373		-0.023115	0.424112	-0.322415
OSH6		-0.253194		-0.289191	-0.109897		-2.053819
YBR138C	-0.42349	0.089482	-0.197815	0.313617	0.042108	0.051491	-0.673729
YLR225C	-0.250387	0.184518	-0.232996	0.071349	0.189556	0.095859	-0.420842
GYP6		0.136118	-0.203519	0.090857	0.0867	0.050682	-0.207276
YJL213W	-0.05459	0.423258	-0.18143	0.089531		0.05327	-0.474372
OSW1			-0.368488	0.151441	0.052022	0.187564	-0.873796
ERT1	0.14743	-0.030017	-0.11731		0.156947	0.243371	-0.405317
FOX2	0.654515		-0.23668	0.153562	0.094039	0.395767	-0.973088
MAD2	0.725472	-0.020641	-0.84828	0.126448	0.396034		-1.422362
VPS45		0.04758	-1.533898	0.407766			
ATG33				0.013627	0.143314	0.12409	-0.706948
RPS6A	0.135488	0.143038	-1.129895	0.180804	0.912716	1.391276	-1.728237
SKS1	-0.577356			0.112486	1.065773	0.982194	-2.427221
MTG2		0.406508	-0.442873	0.185775		1.893717	
VBA5	-0.441133	-0.552445	0.157897	-0.293504	-0.208063	-0.869511	-0.520634
BCK1	-1.237268	-1.105696	-0.084066	-0.622284	0.460473	-1.668475	-0.663574
YPL107W	-0.591594	-0.794985	0.260738	0.074967	0.008182	-0.532964	-0.097595
MKK2	-0.761342	-0.381438		-0.077818	0.39474	-0.467003	-0.388015
COR1	-0.847155	-0.349853	0.599794	0.117699	0.382603	-0.519137	
CPR7	-1.763633	-0.750878	0.272488	-0.347678	0.516369	-1.377313	-1.55219
YML058C-A	-1.029842	-0.401347		-0.415773	0.302799	-0.670326	-0.673864
BPH1	-0.702092	0.559079	0.128594	-0.35648	-0.170582	-0.643938	-0.643672
YGR149W	-0.492052	0.41008	0.123046	-0.413268		-0.302192	-0.567759
RHO4	-2.79932			-0.737761	0.174523	-1.600503	-3.040919
PEX34	-0.610981	0.120281	0.009138	-0.187769			
TIR4	-0.403361	0.067895	0.050459	-0.171838	-0.059464	-0.374732	-0.777852
REV3	-0.814624	0.044887	-0.02749	-0.224511	0.089746	-0.550213	-0.187177
YOR019W	-0.634046	0.088351	-0.237206	-0.289724		-0.954395	-0.32883
SNF3	-0.263015	0.050414	-0.082597	-0.113254			
PHO80			-1.090842	-1.507354	-0.808658	-5.380784	-0.495254
YJR026W	-0.915275	0.549669	0.142815	0.6112	0.059906	-0.340872	-0.268926
YML020W	-0.402386	0.167074		0.301866	-0.015652	-0.179465	-0.295571
SHY1	-0.416039	0.428068	-0.22972	0.601977	0.20437	-0.312533	-0.292116
YBR242W	-0.220611	0.202405	0.026584	0.045986	0.292606	-0.081811	-0.093905
YPQ1	-0.181223	0.16873	-0.002071	0.065336	0.115022	-0.088788	-0.084231
SHR5							-0.24639
BTT1	-0.460936		0.006605	0.08738	0.288567	-0.198359	-0.065945
YCR015C	-0.353978	0.455791	-0.012021	-0.029638	0.230423	-0.134945	-0.045148
CPR8	-0.133811		-0.160836	0.072447	0.55869	-0.718877	-0.150169
YIL077C	-0.318791	-1.230491		0.313959			
YJL119C	-0.052524		0.004131			-0.335338	-0.088302
APN1	-0.04533		-0.288428	0.423065			-0.869825
ARD1						-1.104462	-0.337034
YDR230W		0.092532		0.131842	1.506306	-0.20988	
YJL118W	0.028638		0.265005	-0.621289	-0.225625	0.159119	-0.380591
YIL032C	0.286464	0.029297		-1.114596	-0.267037	0.404166	-0.507717
SNO1	0.085446	0.525216		-0.357807	-0.266546	0.267303	-0.308847
ZRT2	0.099478	0.514076	0.163366		-0.188117	0.326654	-0.343838
NPP2	-0.068968	0.27946	0.158498	-0.342631	-0.30888		
ANB1	-0.268976					-0.166378	-0.20292
MAM33	-0.913487	-0.062142	0.313936	-1.725869	-0.279698	-0.286436	-1.584333
FEN2	-0.25708	0.062385	0.009775	-0.481787			
YKL131W	-0.254536	0.069834		-0.597803		-0.08946	-0.248596
YJL120W			0.519912		-0.730656	-0.173472	
YDL114W	-0.645734	0.051348	-0.176922	-0.501757	-0.901293	-0.024944	-0.412226
IRC8	-2.539564	0.392163	0.00165	-0.770652	-1.79381	-0.145961	-1.079477
HTB2	-0.333625	0.160444	-0.099918	-0.435523	-0.369532	-0.148811	-0.376423
GBP2	-1.511878			-1.037854	-1.058465	-0.85833	-0.633352
YOX1		0.092532	0.051162	-0.422547			-0.267974
MBF1	-0.246903		0.5205	-0.632585	-0.201512	-0.02875	-0.516058
FSF1	-0.165086	-0.574494	0.517081	-0.954134	-0.015597	-0.44423	-0.663152
MNT2	0.041195	-0.1802	0.296169	-0.294729		-0.099491	-0.196735
UFD4	-0.191818			-0.497744		-0.197751	-0.31435
RPO41		0.034797	1.287175	-0.368486			
SPL2	-0.097727	-0.082992	0.406793	-0.352708	-0.312632	0.092079	-0.268122
AAD6	-0.323479	-0.202765	0.482057		-0.737196	0.158662	-0.321469
DGA1							-0.343143
ZRG17	-0.11536			-0.573569	-0.742091	0.083439	-0.23452
YNL194C		-0.064571	0.388422	-0.948911	-1.196497	0.064915	-0.601149
CPS1	-0.180139	-0.257168	0.19483	-0.409984	-0.296566	0.291551	-0.117224
ATG29	-0.128521	-0.179619	0.218108	-0.017878	-0.243171	0.057543	-0.008186
SIT1	-0.140111	-0.060275	0.099072	0.15	-0.194726	0.249675	-0.236117
IMA5	-0.113543	0.290169	0.339956	-0.026901	-0.063943	0.356939	-1.090628
CCP1	0.033965	0.447739	0.421662	-0.131697	-0.331971	0.272954	-0.973954
DMA1	0.04814		0.413302	0.126938	-0.327042	0.375668	-0.903872
YIR044C	-0.159893	0.099144	0.401165	-0.228977	0.013882	0.163248	-0.621905
YIL001W	-0.254936		0.147346	0.168629	-0.161376	-0.026241	-0.5061
CTP1	-0.459136	0.292775	0.326068	0.41143	-0.05638	0.077054	-1.289417
SET5	-0.40222	0.279718	-0.094217	0.014088	-0.394698	0.240904	-0.596509
GPD1	-0.251934	0.074063	0.153628	0.059707	-0.490928	0.177924	-0.741594
AIF1	-0.342242	-0.366805	0.415643	0.195329	0.129634	-0.195445	-0.695725
YGR011W	-0.065089	-0.185828		0.207097	0.112148	-0.148442	-0.478961
FUN14		-0.203459	0.06854	0.295725	0.018616	-0.192095	-0.494233
AIM36	-0.646559	-0.119646	0.40747	0.394606	-0.131641	-0.309923	-0.673625
CAR2		-0.149839	0.241276	0.362566	-0.121324	-0.305922	-0.718755
YLF2	-0.39019	-0.068087	-0.089548	0.284334	-0.175083	-0.293892	-0.541215
YKR041W	-0.121737	-0.564295	0.217488	0.344309	-0.257866	-0.566281	-0.524591
MAG2	0.031024	0.080106	0.386298	-0.936851	0.436038	0.07933	-1.273443
